Season,Episode,Episode ID,Actor,Role
4,5,tt3060856,Nikolaj Coster-Waldau,Jaime Lannister
4,5,tt3060856,Lena Headey,Cersei Lannister
4,5,tt3060856,Emilia Clarke,Daenerys Targaryen
4,5,tt3060856,Kit Harington,Jon Snow
4,5,tt3060856,Aidan Gillen,Petyr 'Littlefinger' Baelish
4,5,tt3060856,Charles Dance,Tywin Lannister
4,5,tt3060856,Natalie Dormer,Margaery Tyrell
4,5,tt3060856,Isaac Hempstead Wright,Bran Stark
4,5,tt3060856,Sophie Turner,Sansa Stark
4,5,tt3060856,Maisie Williams,Arya Stark
4,5,tt3060856,Rory McCann,Sandor 'The Hound' Clegane
4,5,tt3060856,Gwendoline Christie,Brienne of Tarth
4,5,tt3060856,Conleth Hill,Lord Varys
4,5,tt3060856,Iain Glen,Jorah Mormont
4,5,tt3060856,Pedro Pascal,Oberyn Martell
4,5,tt3060856,Michiel Huisman,Daario Naharis
4,5,tt3060856,Burn Gorman,Karl Tanner
4,5,tt3060856,Kate Dickie,Lysa Arryn
4,5,tt3060856,Ian McElhinney,Barristan Selmy
4,5,tt3060856,Julian Glover,Grand Maester Pycelle
4,5,tt3060856,Noah Taylor,Locke
4,5,tt3060856,Roger Ashton-Griffiths,Mace Tyrell
4,5,tt3060856,Thomas Brodie-Sangster,Jojen Reed
4,5,tt3060856,Ellie Kendrick,Meera Reed
4,5,tt3060856,Nathalie Emmanuel,Missandei
4,5,tt3060856,Jacob Anderson,Grey Worm
4,5,tt3060856,Dean-Charles Chapman,Tommen Baratheon
4,5,tt3060856,Daniel Portman,Podrick Payne
4,5,tt3060856,Finn Jones,Loras Tyrell
4,5,tt3060856,Kristian Nairn,Hodor
4,5,tt3060856,Mark Stanley,Grenn
4,5,tt3060856,Ben Crompton,Eddison Tollett
4,5,tt3060856,Luke Barnes,Rast
4,5,tt3060856,Deirdre Monaghan,Morag
4,5,tt3060856,Lino Facioli,Robin Arryn
4,5,tt3060856,Paul Bentley,High Septon
4,5,tt3060856,Jane McGrath,Sissy
4,5,tt3060856,Alisdair Simpson,Donnel Waynwood
4,6,tt3060910,Peter Dinklage,Tyrion Lannister
4,6,tt3060910,Nikolaj Coster-Waldau,Jaime Lannister
4,6,tt3060910,Lena Headey,Cersei Lannister
4,6,tt3060910,Emilia Clarke,Daenerys Targaryen
4,6,tt3060910,Charles Dance,Tywin Lannister
4,6,tt3060910,Natalie Dormer,Margaery Tyrell
4,6,tt3060910,Liam Cunningham,Davos Seaworth
4,6,tt3060910,Stephen Dillane,Stannis Baratheon
4,6,tt3060910,Alfie Allen,Theon Greyjoy
4,6,tt3060910,Iwan Rheon,Ramsay Snow
4,6,tt3060910,Conleth Hill,Lord Varys
4,6,tt3060910,Sibel Kekilli,Shae
4,6,tt3060910,Iain Glen,Jorah Mormont
4,6,tt3060910,Pedro Pascal,Oberyn Martell
4,6,tt3060910,Julian Glover,Grand Maester Pycelle
4,6,tt3060910,Ian McElhinney,Barristan Selmy
4,6,tt3060910,Mark Gatiss,Tycho Nestoris
4,6,tt3060910,Roger Ashton-Griffiths,Mace Tyrell
4,6,tt3060910,Lucian Msamati,Salladhor Saan
4,6,tt3060910,Nathalie Emmanuel,Missandei
4,6,tt3060910,Jacob Anderson,Grey Worm
4,6,tt3060910,Gemma Whelan,Yara Greyjoy
4,6,tt3060910,Finn Jones,Loras Tyrell
4,6,tt3060910,Dean-Charles Chapman,Tommen Baratheon
4,6,tt3060910,Ian Beattie,Meryn Trant
4,6,tt3060910,Joel Fry,Hizdahr zo Loraq
4,6,tt3060910,Charlotte Hope,Myranda
4,6,tt3060910,Philip Arditti,Goatherd
4,6,tt3060910,Rhodri Miles,First Mate
4,6,tt3060910,Sarine Sofair,Lhara
4,6,tt3060910,Samantha McEwan,Bathhouse Prostitute
4,6,tt3060910,Samantha Bentley,Bathhouse Prostitute
4,6,tt3060910,Michael Hough,Ironborn in Skiff
4,6,tt3060910,Anthony Boyle,Bolton Guard
4,6,tt3060910,Conor Watters,Manservant
4,6,tt3060910,Gian Sanghera-Warren,Goatherd's Son
4,6,tt3060910,Mackenzie Dean,
4,7,tt3060876,Peter Dinklage,Tyrion Lannister
4,7,tt3060876,Nikolaj Coster-Waldau,Jaime Lannister
4,7,tt3060876,Lena Headey,Cersei Lannister
4,7,tt3060876,Emilia Clarke,Daenerys Targaryen
4,7,tt3060876,Kit Harington,Jon Snow
4,7,tt3060876,Aidan Gillen,Petyr 'Littlefinger' Baelish
4,7,tt3060876,Carice van Houten,Melisandre
4,7,tt3060876,John Bradley,Samwell Tarly
4,7,tt3060876,Sophie Turner,Sansa Stark
4,7,tt3060876,Maisie Williams,Arya Stark
4,7,tt3060876,Rory McCann,Sandor 'The Hound' Clegane
4,7,tt3060876,Gwendoline Christie,Brienne of Tarth
4,7,tt3060876,Jerome Flynn,Bronn
4,7,tt3060876,Iain Glen,Jorah Mormont
4,7,tt3060876,Pedro Pascal,Oberyn Martell
4,7,tt3060876,Michiel Huisman,Daario Naharis
4,7,tt3060876,Owen Teale,Alliser Thorne
4,7,tt3060876,Tara Fitzgerald,Selyse Baratheon
4,7,tt3060876,Kate Dickie,Lysa Arryn
4,7,tt3060876,Dominic Carter,Janos Slynt
4,7,tt3060876,Barry McGovern,Dying Man
4,7,tt3060876,Mark Stanley,Grenn
4,7,tt3060876,Ben Crompton,Eddison Tollett
4,7,tt3060876,Josef Altin,Pypar
4,7,tt3060876,Daniel Portman,Podrick Payne
4,7,tt3060876,Lino Facioli,Robin Arryn
4,7,tt3060876,Brenock O'Connor,Olly
4,7,tt3060876,Andy Beckwith,Rorge
4,7,tt3060876,Ben Hawkey,Hot Pie
4,7,tt3060876,Hafþór Júlíus Björnsson,Gregor 'The Mountain' Clegane
4,7,tt3060876,Brian Fortune,Othell Yarwyck
4,7,tt3060876,Gerard Jordan,Biter
4,7,tt3060876,Marko Jelic,Prisoner
4,8,tt3060782,Peter Dinklage,Tyrion Lannister
4,8,tt3060782,Nikolaj Coster-Waldau,Jaime Lannister
4,8,tt3060782,Lena Headey,Cersei Lannister
4,8,tt3060782,Emilia Clarke,Daenerys Targaryen
4,8,tt3060782,Kit Harington,Jon Snow
4,8,tt3060782,Aidan Gillen,Petyr 'Littlefinger' Baelish
4,8,tt3060782,Charles Dance,Tywin Lannister
4,8,tt3060782,Alfie Allen,Theon Greyjoy
4,8,tt3060782,John Bradley,Samwell Tarly
4,8,tt3060782,Sophie Turner,Sansa Stark
4,8,tt3060782,Maisie Williams,Arya Stark
4,8,tt3060782,Rose Leslie,Ygritte
4,8,tt3060782,Kristofer Hivju,Tormund Giantsbane
4,8,tt3060782,Hannah Murray,Gilly
4,8,tt3060782,Iwan Rheon,Ramsay Snow
4,8,tt3060782,Conleth Hill,Lord Varys
4,8,tt3060782,Rory McCann,Sandor 'The Hound' Clegane
4,8,tt3060782,Iain Glen,Jorah Mormont
4,8,tt3060782,Pedro Pascal,Oberyn Martell
4,8,tt3060782,Indira Varma,Ellaria Sand
4,8,tt3060782,Michael McElhatton,Roose Bolton
4,8,tt3060782,Ian McElhinney,Barristan Selmy
4,8,tt3060782,Julian Glover,Grand Maester Pycelle
4,8,tt3060782,Roger Ashton-Griffiths,Mace Tyrell
4,8,tt3060782,Yuri Kolokolnikov,Styr
4,8,tt3060782,Jacob Anderson,Grey Worm
4,8,tt3060782,Nathalie Emmanuel,Missandei
4,8,tt3060782,Mark Stanley,Grenn
4,8,tt3060782,Ben Crompton,Eddison Tollett
4,8,tt3060782,Josef Altin,Pypar
4,8,tt3060782,Paola Dionisotti,Anya Waynwood
4,8,tt3060782,Rupert Vansittart,Yohn Royce
4,8,tt3060782,Hafþór Júlíus Björnsson,Gregor 'The Mountain' Clegane
4,8,tt3060782,Grahame Fox,Ralf Kenning
4,8,tt3060782,Lino Facioli,Robin Arryn
4,8,tt3060782,Lois Winstone,Mole's Town Whore
4,8,tt3060782,Jody Halse,Adrack Humble
4,8,tt3060782,Alisdair Simpson,Donnel Waynwood
4,8,tt3060782,Richard Doubleday,Vance Corbray
4,8,tt3060782,Lu Corfield,Mole's Town Madam
4,8,tt3060782,Tim Landers,Kegs
4,8,tt3060782,Cormac McDonagh,Black Jack Bulwer
4,8,tt3060782,Andy Moore,Mully
4,8,tt3060782,Samuel Paul Small,Little Bird
4,9,tt3060858,Kit Harington,Jon Snow
4,9,tt3060858,John Bradley,Samwell Tarly
4,9,tt3060858,Hannah Murray,Gilly
4,9,tt3060858,Rose Leslie,Ygritte
4,9,tt3060858,Kristofer Hivju,Tormund Giantsbane
4,9,tt3060858,Peter Vaughan,Maester Aemon
4,9,tt3060858,Owen Teale,Alliser Thorne
4,9,tt3060858,Dominic Carter,Janos Slynt
4,9,tt3060858,Mark Stanley,Grenn
4,9,tt3060858,Ben Crompton,Eddison Tollett
4,9,tt3060858,Yuri Kolokolnikov,Styr
4,9,tt3060858,Josef Altin,Pypar
4,9,tt3060858,Brenock O'Connor,Olly
4,9,tt3060858,Joseph Gatt,Thenn Warg
4,9,tt3060858,Ian Whyte,Dongo the Giant
4,9,tt3060858,Neil Fingleton,Mag the Mighty
4,10,tt3060860,Peter Dinklage,Tyrion Lannister
4,10,tt3060860,Nikolaj Coster-Waldau,Jaime Lannister
4,10,tt3060860,Lena Headey,Cersei Lannister
4,10,tt3060860,Emilia Clarke,Daenerys Targaryen
4,10,tt3060860,Kit Harington,Jon Snow
4,10,tt3060860,Charles Dance,Tywin Lannister
4,10,tt3060860,Liam Cunningham,Davos Seaworth
4,10,tt3060860,Stephen Dillane,Stannis Baratheon
4,10,tt3060860,Carice van Houten,Melisandre
4,10,tt3060860,John Bradley,Samwell Tarly
4,10,tt3060860,Isaac Hempstead Wright,Bran Stark
4,10,tt3060860,Maisie Williams,Arya Stark
4,10,tt3060860,Rory McCann,Sandor 'The Hound' Clegane
4,10,tt3060860,Rose Leslie,Ygritte
4,10,tt3060860,Kristofer Hivju,Tormund Giantsbane
4,10,tt3060860,Gwendoline Christie,Brienne of Tarth
4,10,tt3060860,Conleth Hill,Lord Varys
4,10,tt3060860,Sibel Kekilli,Shae
4,10,tt3060860,Ciarán Hinds,Mance Rayder
4,10,tt3060860,Peter Vaughan,Maester Aemon
4,10,tt3060860,Julian Glover,Grand Maester Pycelle
4,10,tt3060860,Anton Lesser,Qyburn
4,10,tt3060860,Ian McElhinney,Barristan Selmy
4,10,tt3060860,Struan Rodger,Three-Eyed Raven
4,10,tt3060860,Thomas Brodie-Sangster,Jojen Reed
4,10,tt3060860,Ellie Kendrick,Meera Reed
4,10,tt3060860,Kristian Nairn,Hodor
4,10,tt3060860,Tara Fitzgerald,Selyse Baratheon
4,10,tt3060860,Dominic Carter,Janos Slynt
4,10,tt3060860,Jacob Anderson,Grey Worm
4,10,tt3060860,Nathalie Emmanuel,Missandei
4,10,tt3060860,Mark Stanley,Grenn
4,10,tt3060860,Ben Crompton,Eddison Tollett
4,10,tt3060860,Josef Altin,Pypar
4,10,tt3060860,Daniel Portman,Podrick Payne
4,10,tt3060860,Trevor Allan Davies,Fennesz
4,10,tt3060860,Brenock O'Connor,Olly
4,10,tt3060860,Kerry Ingram,Shireen Baratheon
4,10,tt3060860,Octavia Selena Alexandru,Leaf
4,10,tt3060860,Hafþór Júlíus Björnsson,Gregor 'The Mountain' Clegane
4,10,tt3060860,Darren Kent,Goatherd
4,10,tt3060860,Gary Oliver,Ternesio Terys
4,10,tt3060860,Ian Whyte,Dongo the Giant
4,10,tt3060860,Alice Hewkin,Child of the Forest
5,1,tt3658012,Peter Dinklage,Tyrion Lannister
5,1,tt3658012,Nikolaj Coster-Waldau,Jaime Lannister
5,1,tt3658012,Lena Headey,Cersei Lannister
5,1,tt3658012,Emilia Clarke,Daenerys Targaryen
5,1,tt3658012,Kit Harington,Jon Snow
5,1,tt3658012,Aidan Gillen,Petyr 'Littlefinger' Baelish
5,1,tt3658012,Charles Dance,Tywin Lannister
5,1,tt3658012,Natalie Dormer,Margaery Tyrell
5,1,tt3658012,Stephen Dillane,Stannis Baratheon
5,1,tt3658012,Liam Cunningham,Davos Seaworth
5,1,tt3658012,Carice van Houten,Melisandre
5,1,tt3658012,John Bradley,Samwell Tarly
5,1,tt3658012,Sophie Turner,Sansa Stark
5,1,tt3658012,Kristofer Hivju,Tormund Giantsbane
5,1,tt3658012,Hannah Murray,Gilly
5,1,tt3658012,Conleth Hill,Lord Varys
5,1,tt3658012,Gwendoline Christie,Brienne of Tarth
5,1,tt3658012,Michiel Huisman,Daario Naharis
5,1,tt3658012,Nathalie Emmanuel,Missandei
5,1,tt3658012,Dean-Charles Chapman,Tommen Baratheon
5,1,tt3658012,Ciarán Hinds,Mance Rayder
5,1,tt3658012,Owen Teale,Alliser Thorne
5,1,tt3658012,Ian McElhinney,Barristan Selmy
5,1,tt3658012,Julian Glover,Grand Maester Pycelle
5,1,tt3658012,Tara Fitzgerald,Selyse Baratheon
5,1,tt3658012,Roger Ashton-Griffiths,Mace Tyrell
5,1,tt3658012,Jacob Anderson,Grey Worm
5,1,tt3658012,Finn Jones,Loras Tyrell
5,1,tt3658012,Daniel Portman,Podrick Payne
5,1,tt3658012,Jodhi May,Maggy
5,1,tt3658012,Dominic Carter,Janos Slynt
5,1,tt3658012,Joel Fry,Hizdahr zo Loraq
5,1,tt3658012,Ben Crompton,Eddison Tollett
5,1,tt3658012,Eugene Simon,Lancel Lannister
5,1,tt3658012,Will Tudor,Olyvar
5,1,tt3658012,Rupert Vansittart,Yohn Royce
5,1,tt3658012,Ian Beattie,Meryn Trant
5,1,tt3658012,Ian Gelder,Kevan Lannister
5,1,tt3658012,Brenock O'Connor,Olly
5,1,tt3658012,Kerry Ingram,Shireen Baratheon
5,1,tt3658012,Paul Bentley,High Septon
5,1,tt3658012,Reece Noi,Mossador
5,1,tt3658012,Michael Condron,Bowen Marsh
5,1,tt3658012,Lino Facioli,Robin Arryn
5,1,tt3658012,Nell Williams,Young Cersei Lannister
5,1,tt3658012,Isabella Steinbarth,Melara Hetherspoon
5,1,tt3658012,Marcos James,White Rat
5,1,tt3658012,Allan Gildea,Strong Sam Stone
5,1,tt3658012,Meena Rayann,Vala
5,1,tt3658012,Stephen Brown,Sparring Boy
5,1,tt3658012,Joe Hewetson,Maester Helliweg
5,2,tt3846626,Peter Dinklage,Tyrion Lannister
5,2,tt3846626,Nikolaj Coster-Waldau,Jaime Lannister
5,2,tt3846626,Lena Headey,Cersei Lannister
5,2,tt3846626,Emilia Clarke,Daenerys Targaryen
5,2,tt3846626,Kit Harington,Jon Snow
5,2,tt3846626,Aidan Gillen,Petyr 'Littlefinger' Baelish
5,2,tt3846626,Stephen Dillane,Stannis Baratheon
5,2,tt3846626,Liam Cunningham,Davos Seaworth
5,2,tt3846626,Indira Varma,Ellaria Sand
5,2,tt3846626,Maisie Williams,Arya Stark
5,2,tt3846626,Sophie Turner,Sansa Stark
5,2,tt3846626,Conleth Hill,Lord Varys
5,2,tt3846626,Jerome Flynn,Bronn
5,2,tt3846626,John Bradley,Samwell Tarly
5,2,tt3846626,Hannah Murray,Gilly
5,2,tt3846626,Gwendoline Christie,Brienne of Tarth
5,2,tt3846626,Nathalie Emmanuel,Missandei
5,2,tt3846626,Michiel Huisman,Daario Naharis
5,2,tt3846626,Tom Wlaschiha,Jaqen H'ghar
5,2,tt3846626,Peter Vaughan,Maester Aemon
5,2,tt3846626,Ian McElhinney,Barristan Selmy
5,2,tt3846626,Julian Glover,Grand Maester Pycelle
5,2,tt3846626,Anton Lesser,Qyburn
5,2,tt3846626,Tara Fitzgerald,Selyse Baratheon
5,2,tt3846626,Owen Teale,Alliser Thorne
5,2,tt3846626,Alexander Siddig,Doran Martell
5,2,tt3846626,Jacob Anderson,Grey Worm
5,2,tt3846626,Ben Crompton,Eddison Tollett
5,2,tt3846626,Dominic Carter,Janos Slynt
5,2,tt3846626,Daniel Portman,Podrick Payne
5,2,tt3846626,Roger Ashton-Griffiths,Mace Tyrell
5,2,tt3846626,Joel Fry,Hizdahr zo Loraq
5,2,tt3846626,Deobia Oparei,Areo Hotah
5,2,tt3846626,Ian Gelder,Kevan Lannister
5,2,tt3846626,Ian Beattie,Meryn Trant
5,2,tt3846626,Reece Noi,Mossador
5,2,tt3846626,Kerry Ingram,Shireen Baratheon
5,2,tt3846626,Brenock O'Connor,Olly
5,2,tt3846626,Nell Tiger Free,Myrcella Baratheon
5,2,tt3846626,Toby Sebastian,Trystane Martell
5,2,tt3846626,Elizabeth Cadwallader,Lollys Stokeworth
5,2,tt3846626,Cedric Henderson,Faceless Man
5,2,tt3846626,Brian Fortune,Othell Yarwyck
5,2,tt3846626,Gary Oliver,Ternesio Terys
5,2,tt3846626,J.J. Murphy,Denys Mallister
5,2,tt3846626,Michael Condron,Bowen Marsh
5,2,tt3846626,Tom Fava,Street Tough #1
5,2,tt3846626,Derek Lord,Mallister Supporter
5,2,tt3846626,Paul Kennedy,Eyrie Guard
5,2,tt3846626,Winston Davis,Street Tough #2
5,2,tt3846626,Irene Kelleher,Inn Waitress
5,2,tt3846626,Curtis-Lee Ashqar,Son of the Harpy
5,2,tt3846626,Jonathan Gunning,Dwarf Hunter #1
5,2,tt3846626,Alan McKee,Dwarf Hunter #2
5,3,tt3866836,Peter Dinklage,Tyrion Lannister
5,3,tt3866836,Lena Headey,Cersei Lannister
5,3,tt3866836,Kit Harington,Jon Snow
5,3,tt3866836,Aidan Gillen,Petyr 'Littlefinger' Baelish
5,3,tt3866836,Natalie Dormer,Margaery Tyrell
5,3,tt3866836,Stephen Dillane,Stannis Baratheon
5,3,tt3866836,Liam Cunningham,Davos Seaworth
5,3,tt3866836,Conleth Hill,Lord Varys
5,3,tt3866836,Alfie Allen,Theon Greyjoy
5,3,tt3866836,Sophie Turner,Sansa Stark
5,3,tt3866836,Maisie Williams,Arya Stark
5,3,tt3866836,John Bradley,Samwell Tarly
5,3,tt3866836,Gwendoline Christie,Brienne of Tarth
5,3,tt3866836,Dean-Charles Chapman,Tommen Baratheon
5,3,tt3866836,Tom Wlaschiha,Jaqen H'ghar
5,3,tt3866836,Michael McElhatton,Roose Bolton
5,3,tt3866836,Iwan Rheon,Ramsay Bolton
5,3,tt3866836,Iain Glen,Jorah Mormont
5,3,tt3866836,Jonathan Pryce,High Sparrow
5,3,tt3866836,Julian Glover,Grand Maester Pycelle
5,3,tt3866836,Anton Lesser,Qyburn
5,3,tt3866836,Owen Teale,Alliser Thorne
5,3,tt3866836,Roger Ashton-Griffiths,Mace Tyrell
5,3,tt3866836,Ben Crompton,Eddison Tollett
5,3,tt3866836,Faye Marsay,The Waif
5,3,tt3866836,Daniel Portman,Podrick Payne
5,3,tt3866836,Dominic Carter,Janos Slynt
5,3,tt3866836,Ian Beattie,Meryn Trant
5,3,tt3866836,Eugene Simon,Lancel Lannister
5,3,tt3866836,Brenock O'Connor,Olly
5,3,tt3866836,Will Tudor,Olyvar
5,3,tt3866836,Finn Jones,Loras Tyrell
5,3,tt3866836,Charlotte Hope,Myranda
5,3,tt3866836,Rila Fukushima,Street Red Priestess Volantis
5,3,tt3866836,Elizabeth Webster,Walda Bolton
5,3,tt3866836,Paul Bentley,High Septon
5,3,tt3866836,Brian Fortune,Othell Yarwyck
5,3,tt3866836,Michael Condron,Bowen Marsh
5,3,tt3866836,Stella McCusker,Old Woman
5,3,tt3866836,Mishaël Lopes Cardozo,Brothel Guard
5,3,tt3866836,David Garlick,Despondent Man
5,3,tt3866836,Matt McArdle,Sellsword #1
5,3,tt3866836,Eddie Elks,Sellsword #2
5,3,tt3866836,Gwyneth Keyworth,Clea
5,3,tt3866836,Emina Minka Muftic,Beggar Woman
5,3,tt3866836,Samantha Bentley,The Stranger
5,3,tt3866836,Xena Avramidis,The Mother of Dragons
5,3,tt3866836,Valis Volkova,The Warrior
5,3,tt3866836,Em Scribbler,The Smith
5,3,tt3866836,Rebecca Scott,The Mother
5,3,tt3866836,Rosie Ruthless,The Maiden
5,3,tt3866836,,The Crone
5,4,tt3866838,Peter Dinklage,Tyrion Lannister
5,4,tt3866838,Nikolaj Coster-Waldau,Jaime Lannister
5,4,tt3866838,Lena Headey,Cersei Lannister
5,4,tt3866838,Emilia Clarke,Daenerys Targaryen
5,4,tt3866838,Kit Harington,Jon Snow
5,4,tt3866838,Aidan Gillen,Petyr 'Littlefinger' Baelish
5,4,tt3866838,Natalie Dormer,Margaery Tyrell
5,4,tt3866838,Stephen Dillane,Stannis Baratheon
5,4,tt3866838,Carice van Houten,Melisandre
5,4,tt3866838,Indira Varma,Ellaria Sand
5,4,tt3866838,John Bradley,Samwell Tarly
5,4,tt3866838,Sophie Turner,Sansa Stark
5,4,tt3866838,Jerome Flynn,Bronn
5,4,tt3866838,Michiel Huisman,Daario Naharis
5,4,tt3866838,Nathalie Emmanuel,Missandei
5,4,tt3866838,Dean-Charles Chapman,Tommen Baratheon
5,4,tt3866838,Iain Glen,Jorah Mormont
5,4,tt3866838,Jonathan Pryce,High Sparrow
5,4,tt3866838,Ian McElhinney,Barristan Selmy
5,4,tt3866838,Julian Glover,Grand Maester Pycelle
5,4,tt3866838,Anton Lesser,Qyburn
5,4,tt3866838,Tara Fitzgerald,Selyse Baratheon
5,4,tt3866838,Roger Ashton-Griffiths,Mace Tyrell
5,4,tt3866838,Jacob Anderson,Grey Worm
5,4,tt3866838,Ian Beattie,Meryn Trant
5,4,tt3866838,Joel Fry,Hizdahr zo Loraq
5,4,tt3866838,Eugene Simon,Lancel Lannister
5,4,tt3866838,Ben Crompton,Eddison Tollett
5,4,tt3866838,Keisha Castle-Hughes,Obara Sand
5,4,tt3866838,Rosabell Laurenti Sellers,Tyene Sand
5,4,tt3866838,Jessica Henwick,Nymeria Sand
5,4,tt3866838,Kerry Ingram,Shireen Baratheon
5,4,tt3866838,Brenock O'Connor,Olly
5,4,tt3866838,Finn Jones,Loras Tyrell
5,4,tt3866838,Will Tudor,Olyvar
5,4,tt3866838,Gary Pillai,Merchant Captain
5,4,tt3866838,Christian Vit,Lead Dornish Guard
5,4,tt3866838,Josephine Gillan,Marei
5,4,tt3866838,Meena Rayann,Vala
5,4,tt3866838,Simon Norbury,Faith Militant #1
5,4,tt3866838,Jack Olohan,Faith Militant #2
5,4,tt3866838,Slavko Sobin,Second Son
5,4,tt3866838,Paddy Wallace,Lead Kingsguard
5,4,tt3866838,Allon Sylvain,Foreign Merchant
5,4,tt3866838,Will Fortune,Brothel Customer
5,4,tt3866838,Rob Brockman,Whore #1
5,4,tt3866838,Daniel Johnson,Whore #2
5,4,tt3866838,Richard Fitzwell,Whore #3
5,4,tt3866838,Ben Yates,Whore #4
5,4,tt3866838,Samantha Bentley,Whore #5
5,4,tt3866838,Xena Avramidis,Whore #6
5,4,tt3866838,Valis Volkova,
5,4,tt3866838,Em Scribbler,
5,4,tt3866838,Rebecca Scott,
5,4,tt3866838,Rosie Ruthless,
5,5,tt3866840,Peter Dinklage,Tyrion Lannister
5,5,tt3866840,Emilia Clarke,Daenerys Targaryen
5,5,tt3866840,Kit Harington,Jon Snow
5,5,tt3866840,Stephen Dillane,Stannis Baratheon
5,5,tt3866840,Liam Cunningham,Davos Seaworth
5,5,tt3866840,Carice van Houten,Melisandre
5,5,tt3866840,Alfie Allen,Theon Greyjoy
5,5,tt3866840,John Bradley,Samwell Tarly
5,5,tt3866840,Sophie Turner,Sansa Stark
5,5,tt3866840,Hannah Murray,Gilly
5,5,tt3866840,Michiel Huisman,Daario Naharis
5,5,tt3866840,Nathalie Emmanuel,Missandei
5,5,tt3866840,Gwendoline Christie,Brienne of Tarth
5,5,tt3866840,Kristofer Hivju,Tormund Giantsbane
5,5,tt3866840,Michael McElhatton,Roose Bolton
5,5,tt3866840,Iwan Rheon,Ramsay Bolton
5,5,tt3866840,Iain Glen,Jorah Mormont
5,5,tt3866840,Ian McElhinney,Barristan Selmy
5,5,tt3866840,Peter Vaughan,Maester Aemon
5,5,tt3866840,Tara Fitzgerald,Selyse Baratheon
5,5,tt3866840,Owen Teale,Alliser Thorne
5,5,tt3866840,Jacob Anderson,Grey Worm
5,5,tt3866840,Joel Fry,Hizdahr zo Loraq
5,5,tt3866840,Ben Crompton,Eddison Tollett
5,5,tt3866840,Daniel Portman,Podrick Payne
5,5,tt3866840,Charlotte Hope,Myranda
5,5,tt3866840,Kerry Ingram,Shireen Baratheon
5,5,tt3866840,Brenock O'Connor,Olly
5,5,tt3866840,Elizabeth Webster,Walda Bolton
5,5,tt3866840,Brian Fortune,Othell Yarwyck
5,5,tt3866840,Michael Condron,Bowen Marsh
5,5,tt3866840,Stella McCusker,Old Woman
5,5,tt3866840,Gianpiero Cognoli,Great Master #1
5,5,tt3866840,Raymond Keane,Winter Town Man
5,5,tt3866840,Bobby Asghar,Great Master #2
5,5,tt3866840,Peter Silverleaf,Great Master #3
5,5,tt3866840,Davor Jozinovic,Great Master #4
5,5,tt3866840,Ivan Peric,Great Master #5
5,5,tt3866840,Hadi Kermani,Great Master #6
5,5,tt3866840,Tonci Banov,Great Master #7
5,6,tt3866842,Peter Dinklage,Tyrion Lannister
5,6,tt3866842,Nikolaj Coster-Waldau,Jaime Lannister
5,6,tt3866842,Lena Headey,Cersei Lannister
5,6,tt3866842,Aidan Gillen,Petyr 'Littlefinger' Baelish
5,6,tt3866842,Natalie Dormer,Margaery Tyrell
5,6,tt3866842,Indira Varma,Ellaria Sand
5,6,tt3866842,Maisie Williams,Arya Stark
5,6,tt3866842,Sophie Turner,Sansa Stark
5,6,tt3866842,Jerome Flynn,Bronn
5,6,tt3866842,Alfie Allen,Theon Greyjoy
5,6,tt3866842,Michael McElhatton,Roose Bolton
5,6,tt3866842,Iwan Rheon,Ramsay Bolton
5,6,tt3866842,Tom Wlaschiha,Jaqen H'ghar
5,6,tt3866842,Dean-Charles Chapman,Tommen Baratheon
5,6,tt3866842,Iain Glen,Jorah Mormont
5,6,tt3866842,Diana Rigg,Olenna Tyrell
5,6,tt3866842,Jonathan Pryce,High Sparrow
5,6,tt3866842,Alexander Siddig,Doran Martell
5,6,tt3866842,Deobia Oparei,Areo Hotah
5,6,tt3866842,Keisha Castle-Hughes,Obara Sand
5,6,tt3866842,Rosabell Laurenti Sellers,Tyene Sand
5,6,tt3866842,Jessica Henwick,Nymeria Sand
5,6,tt3866842,Finn Jones,Loras Tyrell
5,6,tt3866842,Will Tudor,Olyvar
5,6,tt3866842,Eugene Simon,Lancel Lannister
5,6,tt3866842,Faye Marsay,The Waif
5,6,tt3866842,Adewale Akinnuoye-Agbaje,Malko
5,6,tt3866842,Toby Sebastian,Trystane Martell
5,6,tt3866842,Nell Tiger Free,Myrcella Baratheon
5,6,tt3866842,Charlotte Hope,Myranda
5,6,tt3866842,Elizabeth Webster,Walda Bolton
5,6,tt3866842,Michael Yare,Slaver
5,6,tt3866842,James McKenzie Robinson,Joss
5,6,tt3866842,Hattie Gotobed,Ghita
5,7,tt3866846,Peter Dinklage,Tyrion Lannister
5,7,tt3866846,Nikolaj Coster-Waldau,Jaime Lannister
5,7,tt3866846,Lena Headey,Cersei Lannister
5,7,tt3866846,Emilia Clarke,Daenerys Targaryen
5,7,tt3866846,Kit Harington,Jon Snow
5,7,tt3866846,Aidan Gillen,Petyr 'Littlefinger' Baelish
5,7,tt3866846,Natalie Dormer,Margaery Tyrell
5,7,tt3866846,Stephen Dillane,Stannis Baratheon
5,7,tt3866846,Liam Cunningham,Davos Seaworth
5,7,tt3866846,Carice van Houten,Melisandre
5,7,tt3866846,John Bradley,Samwell Tarly
5,7,tt3866846,Kristofer Hivju,Tormund Giantsbane
5,7,tt3866846,Hannah Murray,Gilly
5,7,tt3866846,Dean-Charles Chapman,Tommen Baratheon
5,7,tt3866846,Alfie Allen,Theon Greyjoy
